Series Name,Match Date,Team1,Team1Runs,Team1WicketsFell,Team1ExtrasRec,Team2,Team2Runs,Team2WicketsFell,Team2ExtrasRec,Venue,Country,TossWinner,TossWinnerChoice,Match Winner,Match Result Text,MOM Player,Team1 Playing 11,Team2 Playing 11,Debut Players
"West Africa Trophy Ghana, Nigeria, Rwanda, Sierra Leone in Nigeria - 2023 (2023/24)",14-10-2023,Rwanda,24,10,2,Nigeria,27,2,2,Lagos,Nigeria,Nigeria,bowl,Nigeria,Nigeria won by 8 wickets (with 17 balls remaining),,"['102721', '56713', '97081', '103210', '110311', '79815', '109780', '115971', '103212', '110317', '102726']","['96952', '71168', '104908', '103521', '102144', '71165', '110304', '103139', '59808', '114176', '110309']",[]
"West Africa Trophy Ghana, Nigeria, Rwanda, Sierra Leone in Nigeria - 2023 (2023/24)",14-10-2023,Ghana,112,9,6,Sierra Leone,107,6,10,Lagos,Nigeria,Sierra Leone,bowl,Ghana,Ghana won by 5 runs,,"['98599', '65362', '98604', '58544', '98601', '96940', '98608', '68493', '53239', '98600', '115973']","['71196', '114179', '71199', '96946', '96945', '56697', '103151', '60470', '110479', '114178', '103154']",[]
Luxembourg in Gibraltar  - 2023 (2023/24),15-10-2023,Gibraltar,172,8,11,Luxembourg,148,8,9,Gibraltar,Gibraltar,Luxembourg,bowl,Gibraltar,Gibraltar won by 24 runs,65881,"['93957', '109868', '65881', '109870', '106746', '109867', '103389', '52739', '91025', '65832', '85487']","['65620', '112207', '106268', '112350', '65578', '112588', '65574', '106273', '116107', '112587', '106270']","['85487', '85487', '112587', '112587', '116107', '116107']"
"West Africa Trophy Ghana, Nigeria, Rwanda, Sierra Leone in Nigeria - 2023 (2023/24)",15-10-2023,Ghana,72,10,7,Sierra Leone,73,4,6,Lagos,Nigeria,Ghana,bat,Sierra Leone,Sierra Leone won by 6 wickets (with 12 balls remaining),,"['98599', '65362', '98604', '58544', '98601', '96940', '98608', '68493', '53239', '115973', '98600']","['114179', '60470', '114178', '96946', '96945', '110479', '56697', '103154', '71199', '103151', '71196']",[]
Luxembourg in Gibraltar  - 2023 (2023/24),15-10-2023,Luxembourg,165,10,10,Gibraltar,154,8,16,Gibraltar,Gibraltar,Luxembourg,bat,Luxembourg,Luxembourg won by 11 runs,,"['109963', '116106', '112350', '65578', '112588', '106268', '112207', '106273', '65574', '106270', '109962']","['109868', '52739', '65881', '109870', '106746', '109867', '103389', '65832', '91025', '106747', '85487']","['116106', '116106']"
"West Africa Trophy Ghana, Nigeria, Rwanda, Sierra Leone in Nigeria - 2023 (2023/24)",15-10-2023,Nigeria,103,7,5,Rwanda,86,8,12,Lagos,Nigeria,Nigeria,bat,Nigeria,Nigeria won by 17 runs,102144,"['96952', '71168', '59808', '103521', '102144', '110304', '71165', '110309', '114176', '103139', '102143']","['102721', '110311', '79815', '115971', '97081', '56713', '103210', '109780', '103212', '110317', '102726']",[]
"Nepal Tri-Nation T20I Series Hong Kong, Nepal, United Arab Emirates - 2023 (2023/24)",18-10-2023,U.A.E.,140,7,13,Nepal,144,3,11,Kathmandu,Nepal,Nepal,bowl,Nepal,Nepal won by 7 wickets (with 7 balls remaining),95873,"['102089', '108314', '103780', '53424', '107318', '106969', '103785', '106351', '108317', '58886', '114456']","['79287', '94925', '102117', '95873', '79281', '108705', '74675', '79527', '103764', '110267', '94919']","['102089', '102089', '110267', '110267']"
South American Men's Championships in Argentina - 2023 (2023/24),18-10-2023,Chile,72,7,8,Mexico,74,5,11,Buenos Aires,Argentina,Chile,bat,Mexico,Mexico won by 5 wickets (with 40 balls remaining),105156,"['116127', '106568', '116128', '116136', '116135', '116137', '116133', '106571', '116131', '116138', '116134']","['62642', '105156', '105150', '105155', '62637', '116156', '105147', '116155', '116159', '116157', '116161']","['116138', '116138', '116135', '116135', '116159', '116159', '116137', '116137', '116127', '116127', '116131', '116131', '116128', '116128', '116134', '116134', '116161', '116161', '116133', '116133', '116155', '116155', '116156', '116156', '116157', '116157', '116136', '116136']"
"Nepal Tri-Nation T20I Series Hong Kong, Nepal, United Arab Emirates - 2023 (2023/24)",19-10-2023,Hong Kong,94,10,4,Nepal,99,4,6,Kathmandu,Nepal,Nepal,bowl,Nepal,Nepal won by 6 wickets (with 37 balls remaining),79527,"['56923', '62189', '66838', '62078', '59686', '49237', '58940', '95268', '95269', '45646', '104182']","['79287', '94925', '102117', '103764', '95873', '108705', '74675', '79527', '79281', '110267', '94919']",['62078']
Zimbabwe in Namibia  - 2023 (2023/24),29-10-2023,Zimbabwe,153,6,12,Namibia,154,3,7,Windhoek,Namibia,Zimbabwe,bat,Namibia,Namibia won by 7 wickets (with 8 balls remaining),65478,"['62733', '74941', '47205', '52319', '64447', '72441', '87157', '101290', '60782', '69959', '64392']","['80905', '69544', '63683', '65478', '67403', '66916', '74439', '95708', '54563', '65868', '70085']",['64392']
South American Men's Championships in Argentina - 2023 (2023/24),19-10-2023,Mexico,124,6,20,Argentina,125,6,5,Buenos Aires,Argentina,Argentina,bowl,Argentina,Argentina won by 4 wickets (with 6 balls remaining),110655,"['116156', '105156', '62637', '105147', '105150', '116157', '105155', '62642', '116158', '116160', '116155']","['106528', '105816', '105814', '110655', '9744', '105820', '52887', '116116', '116037', '116117', '105826']","['105816', '105816', '116158', '116158', '116117', '116117', '116116', '116116', '105826', '105826', '116037', '116037', '116160', '116160']"
South American Men's Championships in Argentina - 2023 (2023/24),20-10-2023,Chile,52,10,22,Argentina,53,0,1,Buenos Aires,Argentina,Chile,bat,Argentina,Argentina won by 10 wickets (with 84 balls remaining),116116,"['106568', '116137', '116128', '116136', '106571', '116134', '116135', '116127', '116138', '116130', '106572']","['106528', '105816', '9744', '52887', '116037', '105814', '110655', '105827', '105820', '116116', '105818']","['116130', '116130', '105827', '105827', '105818', '105818']"
"Nepal Tri-Nation T20I Series Hong Kong, Nepal, United Arab Emirates - 2023 (2023/24)",21-10-2023,Nepal,213,6,21,Hong Kong,134,8,13,Kathmandu,Nepal,Nepal,bat,Nepal,Nepal won by 79 runs,102117,"['79287', '94925', '74675', '95873', '102117', '79281', '103764', '108705', '79527', '84063', '105076']","['62078', '56923', '62189', '66838', '59686', '58940', '62506', '95269', '45646', '70979', '104182']","['105076', '105076']"
"Nepal Tri-Nation T20I Series Hong Kong, Nepal, United Arab Emirates - 2023 (2023/24)",22-10-2023,Hong Kong,149,5,11,U.A.E.,153,4,4,Kathmandu,Nepal,U.A.E.,bowl,U.A.E.,U.A.E. won by 6 wickets (with 12 balls remaining),58886,"['62078', '56923', '62189', '66838', '59686', '49237', '58940', '95269', '45646', '70979', '104182']","['108314', '102089', '104989', '53424', '103780', '106969', '72629', '111112', '108317', '58886', '107318']","['111112', '111112']"
"Nepal Tri-Nation T20I Series Hong Kong, Nepal, United Arab Emirates - 2023 (2023/24)",23-10-2023,U.A.E.,164,7,5,Nepal,165,5,12,Kathmandu,Nepal,Nepal,bowl,Nepal,Nepal won by 5 wickets (with 4 balls remaining),79281,"['108314', '102089', '104989', '53424', '103780', '106969', '107318', '108317', '72629', '58886', '114456']","['79287', '94925', '74675', '102117', '95873', '79281', '108705', '79527', '103764', '105485', '94919']",[]
Zimbabwe in Namibia  - 2023 (2023/24),24-10-2023,Zimbabwe,121,9,5,Namibia,122,3,7,Windhoek,Namibia,Zimbabwe,bat,Namibia,Namibia won by 7 wickets (with 38 balls remaining),69544,"['73617', '47205', '62733', '64447', '52319', '87157', '93909', '101290', '66876', '79665', '60782']","['80905', '69544', '65478', '63683', '66916', '67403', '54563', '95708', '95279', '65868', '70085']",['73617']
"Nepal Tri-Nation T20I Series Hong Kong, Nepal, United Arab Emirates - 2023 (2023/24)",25-10-2023,Hong Kong,212,3,13,U.A.E.,143,5,9,Kathmandu,Nepal,Hong Kong,bat,Hong Kong,Hong Kong won by 69 runs,66838,"['62078', '56923', '62189', '66838', '49237', '59686', '58940', '94956', '45646', '84805', '104182']","['108314', '102089', '104989', '53424', '103780', '106969', '108317', '106351', '72629', '103785', '106639']",[]
Zimbabwe in Namibia  - 2023 (2023/24),25-10-2023,Namibia,198,3,8,Zimbabwe,200,5,11,Windhoek,Namibia,Zimbabwe,bowl,Zimbabwe,Zimbabwe won by 5 wickets (with 0 balls remaining),52319,"['80905', '69544', '65478', '67403', '70085', '63683', '66916', '95708', '54563', '95279', '65868']","['73617', '62733', '47205', '52319', '64447', '87157', '93909', '66876', '72441', '69959', '60782']",[]
"Nepal Tri-Nation T20I Series Hong Kong, Nepal, United Arab Emirates - 2023 (2023/24)",,Nepal,162,8,15,U.A.E.,167,6,13,Kirtipur,Nepal,U.A.E.,bowl,U.A.E.,U.A.E. won by 4 wickets (with 1 ball remaining),108302,"['79287', '94925', '102117', '95873', '79281', '103764', '108705', '74675', '79527', '94919', '84063']","['108314', '111108', '104989', '53424', '103780', '106969', '107318', '108302', '58886', '106639', '114456']",[]
Zimbabwe in Namibia  - 2023 (2023/24),,Namibia,138,6,11,Zimbabwe,144,4,3,Windhoek,Namibia,Namibia,bat,Zimbabwe,Zimbabwe won by 6 wickets (with 8 balls remaining),52319,"['80905', '69544', '65478', '63683', '66916', '67403', '70085', '54563', '74439', '95279', '65868']","['73617', '74941', '47205', '52319', '64447', '87157', '93909', '66876', '72441', '79665', '69959']","['74439', '74439']"
ICC Men's T20 World Cup Asia Qualifier Final in Nepal - 2023 (2023/24),30-10-2023,Bahrain,135,6,11,U.A.E.,137,5,7,Kathmandu,Nepal,U.A.E.,bowl,U.A.E.,U.A.E. won by 5 wickets (with 10 balls remaining),107318,"['111318', '97086', '102166', '89873', '110505', '97082', '107552', '113984', '74907', '112931', '69233']","['108314', '111108', '104989', '53424', '103780', '107318', '106969', '95019', '108302', '106639', '58886']",[]
ICC Men's T20 World Cup Asia Qualifier Final in Nepal - 2023 (2023/24),30-10-2023,Singapore,145,9,10,Nepal,147,2,5,Kirtipur,Nepal,Singapore,bat,Nepal,Nepal won by 8 wickets (with 21 balls remaining),79287,"['77449', '77697', '97391', '111370', '103384', '89983', '112985', '116132', '77701', '112466', '114900']","['79287', '94925', '95873', '102117', '79527', '94919', '108705', '105485', '89165', '74675', '103764']","['112985', '112985', '114900', '114900', '116132', '116132']"
ICC Men's T20 World Cup Asia Qualifier Final in Nepal - 2023 (2023/24),30-10-2023,Oman,153,6,6,Malaysia,121,8,7,Kirtipur,Nepal,Oman,bat,Oman,Oman won by 32 runs,68465,"['110059', '116020', '87469', '68465', '110058', '88971', '83379', '45702', '72863', '61627', '87127']","['81607', '84057', '92743', '52966', '71052', '97003', '71041', '68320', '59750', '114195', '71042']",['116020']
ICC Men's T20 World Cup Asia Qualifier Final in Nepal - 2023 (2023/24),30-10-2023,Hong Kong,166,6,7,Kuwait,150,8,8,Kathmandu,Nepal,Kuwait,bowl,Hong Kong,Hong Kong won by 16 runs,62078,"['62078', '56923', '66838', '62189', '49237', '59686', '58940', '94956', '104182', '45646', '70979']","['104173', '61175', '114904', '107566', '57351', '79361', '107575', '114903', '105796', '112933', '112934']",[]
Zimbabwe in Namibia  - 2023 (2023/24),30-10-2023,Namibia,101,10,2,Zimbabwe,93,10,1,Windhoek,Namibia,Zimbabwe,bowl,Namibia,Namibia won by 8 runs,67403,"['80905', '69544', '65478', '63683', '67403', '70085', '66916', '95708', '54563', '74439', '65868']","['62733', '73617', '47205', '87157', '52319', '64447', '93909', '66876', '69959', '79665', '60782']",[]
ICC Men's T20 World Cup Asia Qualifier Final in Nepal - 2023 (2023/24),31-10-2023,Oman,174,6,11,Singapore,152,8,20,Kirtipur,Nepal,Singapore,bowl,Oman,Oman won by 22 runs,87469,"['110059', '116020', '87469', '68465', '88971', '83379', '45702', '110058', '72863', '61627', '87127']","['77449', '77697', '52986', '97391', '103384', '89983', '116132', '112985', '77701', '114900', '112466']",[]
ICC Men's T20 World Cup Asia Qualifier Final in Nepal - 2023 (2023/24),31-10-2023,Bahrain,146,10,21,Hong Kong,126,10,10,Kathmandu,Nepal,Hong Kong,bowl,Bahrain,Bahrain won by 20 runs,,"['111318', '102166', '89873', '97086', '110505', '97082', '107552', '113984', '112931', '69233', '74907']","['62078', '56923', '62189', '66838', '59686', '49237', '94956', '58940', '45646', '70979', '104182']",[]
ICC Men's T20 World Cup Asia Qualifier Final in Nepal - 2023 (2023/24),31-10-2023,Malaysia,165,9,16,Nepal,166,4,4,Kirtipur,Nepal,Malaysia,bat,Nepal,Nepal won by 6 wickets (with 12 balls remaining),102117,"['81607', '84057', '52966', '71052', '71041', '92743', '74681', '97003', '59750', '93575', '71042']","['79287', '94925', '102117', '95873', '103764', '105485', '94919', '108705', '89165', '74675', '79527']",[]
ICC Men's T20 World Cup Asia Qualifier Final in Nepal - 2023 (2023/24),31-10-2023,Kuwait,88,8,7,U.A.E.,94,5,4,Kathmandu,Nepal,Kuwait,bat,U.A.E.,U.A.E. won by 5 wickets (with 34 balls remaining),107318,"['104520', '61175', '104173', '107566', '57351', '79361', '105796', '112933', '107575', '115970', '112934']","['102089', '108314', '53424', '107318', '103780', '104989', '106969', '108302', '108317', '106639', '58886']",[]
ICC Men's T20 World Cup Asia Qualifier Final in Nepal - 2023 (2023/24),02-11-2023,Oman,145,9,9,Nepal,140,10,3,Kirtipur,Nepal,Nepal,bowl,Oman,Oman won by 5 runs,72863,"['110059', '116020', '87469', '68465', '110058', '88971', '83379', '96346', '72863', '96344', '87127']","['79287', '94925', '74675', '102117', '95873', '103764', '108705', '105485', '89165', '79527', '94919']",[]
ICC Men's T20 World Cup Asia Qualifier Final in Nepal - 2023 (2023/24),02-11-2023,U.A.E.,176,6,13,Hong Kong,154,8,10,Kathmandu,Nepal,Hong Kong,bowl,U.A.E.,U.A.E. won by 22 runs,106969,"['108314', '102089', '104989', '53424', '103780', '106969', '107318', '108302', '106639', '58886', '108317']","['62078', '56923', '62189', '66838', '59686', '94956', '49237', '58940', '95269', '45646', '104182']",[]
ICC Men's T20 World Cup Asia Qualifier Final in Nepal - 2023 (2023/24),02-11-2023,Malaysia,198,4,13,Singapore,138,10,6,Kirtipur,Nepal,Malaysia,bat,Malaysia,Malaysia won by 60 runs,92743,"['81607', '84057', '71041', '52966', '71052', '92743', '74681', '97003', '68320', '71042', '114195']","['77449', '77697', '52986', '116132', '97391', '103384', '89983', '112985', '116235', '113372', '114900']","['113372', '113372', '116235', '116235']"
ICC Men's T20 World Cup Asia Qualifier Final in Nepal - 2023 (2023/24),02-11-2023,Bahrain,158,9,8,Kuwait,160,6,4,Kathmandu,Nepal,Kuwait,bowl,Kuwait,Kuwait won by 4 wickets (with 21 balls remaining),107566,"['111318', '104518', '102166', '97086', '89873', '110505', '97082', '113984', '107552', '69233', '74907']","['104173', '61175', '104520', '107566', '79361', '107575', '57351', '112933', '105796', '115970', '105073']",[]
ICC Men's T20 World Cup Asia Qualifier Final in Nepal - 2023 (2023/24),03-11-2023,Bahrain,106,9,2,Oman,109,0,2,Kirtipur,Nepal,Bahrain,bat,Oman,Oman won by 10 wickets (with 34 balls remaining),87469,"['111318', '104518', '97086', '89873', '110505', '97082', '80631', '107552', '113984', '74907', '69233']","['110059', '116020', '88971', '87127', '87469', '83379', '45702', '96346', '61627', '72863', '68465']",[]
ICC Men's T20 World Cup Asia Qualifier Final in Nepal - 2023 (2023/24),03-11-2023,U.A.E.,134,9,3,Nepal,135,2,4,Kathmandu,Nepal,U.A.E.,bat,Nepal,Nepal won by 8 wickets (with 17 balls remaining),94925,"['108314', '102089', '104989', '53424', '103780', '107318', '106969', '108302', '108317', '106639', '58886']","['79287', '94925', '108705', '95873', '105485', '79527', '94919', '102117', '79281', '89165', '74675']",[]
ICC Men's T20 World Cup Asia Qualifier Final in Nepal - 2023 (2023/24),05-11-2023,Nepal,184,6,7,Oman,184,9,9,Kirtipur,Nepal,Nepal,bat,,Match tied (Oman won the Super Over),110059,"['79287', '94925', '103764', '102117', '95873', '108705', '105485', '79527', '89165', '74675', '94919']","['110059', '116020', '87469', '68465', '88971', '96346', '83379', '45702', '72863', '61627', '87127']",[]
Cambodia in Indonesia  - 2023 (2023/24),20-11-2023,Cambodia,138,8,20,Indonesia,139,2,11,Bali,Indonesia,Cambodia,bat,Indonesia,Indonesia won by 8 wickets (with 43 balls remaining),113472,"['102014', '114276', '113874', '73409', '56820', '60071', '114232', '97301', '114568', '116366', '116367']","['113472', '96723', '104106', '113475', '104109', '96714', '96720', '100796', '113473', '116364', '104107']",[]
Cambodia in Indonesia  - 2023 (2023/24),21-11-2023,Indonesia,156,5,9,Cambodia,157,2,9,Bali,Indonesia,Cambodia,bowl,Cambodia,Cambodia won by 8 wickets (with 10 balls remaining),102014,"['113472', '96723', '104106', '113475', '96720', '96714', '104109', '100796', '113473', '116364', '104107']","['102014', '113874', '56820', '73409', '114276', '60071', '114232', '97301', '114568', '116367', '116366']",[]
Cambodia in Indonesia  - 2023 (2023/24),21-11-2023,Indonesia,192,7,11,Cambodia,88,8,7,Bali,Indonesia,Cambodia,bowl,Indonesia,Indonesia won by 104 runs,104106,"['113472', '96723', '96720', '113475', '104106', '96714', '104109', '104107', '113473', '100796', '96718']","['113874', '102014', '56820', '73409', '60071', '114232', '114276', '114568', '97301', '116366', '116367']",[]
Cambodia in Indonesia  - 2023 (2023/24),22-11-2023,Indonesia,144,8,5,Cambodia,148,3,7,Bali,Indonesia,Cambodia,bowl,Cambodia,Cambodia won by 7 wickets (with 3 balls remaining),113874,"['113472', '116365', '96723', '113475', '96720', '104106', '104107', '104120', '113473', '104109', '100796']","['102014', '113874', '56820', '73409', '60071', '114276', '116367', '114568', '114232', '116366', '97301']","['104120', '104120', '116365', '116365']"
ICC Men's T20 World Cup Africa Region Qualifier in Namibia - 2023 (2023/24),22-11-2023,Kenya,154,2,11,Rwanda,137,4,3,Windhoek,Namibia,Rwanda,bowl,Kenya,Kenya won by 17 runs,56793,"['63319', '21463', '56793', '50293', '53203', '113787', '61834', '63485', '53171', '98597', '104969']","['102721', '56713', '97081', '103212', '79815', '102720', '103210', '110317', '110311', '102726', '115971']",[]
